speaker,line
MAN IN BLACK,"Step quick. The MAN IN BLACK walks off. Over their heads we see the wreckage of the crashed spacecraft in the distance. A military truck and a couple of Jeeps are already parked at the site. A dozen or so armed soldiers are milling around the site and guarding its perimeter. Smoke is still billowing from the wreckage. The DOCTOR follows the MAN IN BLACK slowly down a dirt track towards the crash site. We see a large chunk of the craft was broken off during the impact. Men are digging in the ground around the craft with shovels. Floodlights have been erected to let work continue into the night. The DOCTOR and the MAN IN BLACK finally reach the doomed spacecraft and stand together in front of it, awestruck."
NURSE,Excuse me. Dr. Scully?
SCULLY,Yes.
NURSE,You have a phone call.
SCULLY,I'm just heading into surgery. More surgeons pass behind the NURSE and enter the operating theatre
NURSE,"That's what I told him, but... but he said it was important."
SCULLY,Who is it?
NURSE,"He says his name is Walter Skinner. Assistant Director, FBI. The NURSE leaves and she follows the surgeons into the operating theatre. As the camera pans back around to the redhead, we finally see SCULLY's face properly for the first time. She turns slowly and stares long into the distance. It must have been a long time since she's heard that name."
JIMMY KIMMEL,"If I was the president, the moment I was inaugurated, my hand would still be hot from touching the Bible, and I would immediately race to wherever they hold... have the files about Area 51 and UFOs, and I'd go through everything to find out what happened."
BARACK OBAMA,The aliens won't let it happen! The camera pulls back further. We hear a cellphone vibrate. We see MULDER sitting in front of the laptop as he picks up his phone and answers it.
MULDER,"My life's become a punch line. What's happening out there, Scully? Out of surgery, SCULLY is standing in the observation room still in her scrubs"
SCULLY,A.D. Skinner's looking for you. We see more of MULDER's office. A lot of things that we might remember from his basement office. Filing cabinets against the wall. The orange pencils have been tidied up into a tin on the desk.
MULDER,Why doesn't he just call me?
SCULLY,"He doesn't know how to reach you, Mulder. I barely know how myself."
MULDER,"What does he want, Scully?"
SCULLY,He wants to know if you've been watching someone called Tad O'Malley on the 'net. Apparently he's reached out to us from the FBI.
MULDER,"Hold on. I'm bringing him up. MULDER searches for the name and a new video starts playing on the mindquad website. We see a smartly-dressed talk-show host, TAD O'MALLEY, sitting behind a desk. A video of the burning World Trade Center is playing behind him as he talks to the camera."
O'MALLEY,"It comes down to this. It's a mainstream liberal media lying to you about life, liberty and your God-given right to bear firearms. We can safely say that MULDER's first impression is not favourable."
MULDER,"Why would I watch this jackass, Scully?"
O'MALLEY,"9/11 was a false flag operation. It was a warm-up to World War III. Now, hear me on this. It's all part of a conspiracy dating back to the UFO crash at Roswell..."
MULDER,"I thought you were done with UFOs. The stranglehold they put on your very existence, I believe is how you put it."
SCULLY,"I'm just the messenger, Mulder. Apparently this guy is desperate to meet."
MULDER,Tell Skinner to set it up.
SCULLY,Seriously?
MULDER,And don't pretend I'm going alone.
SCULLY,Uber?
MULDER,"Hitchhiked. Relax, Scully. I'm kidding."
SCULLY,"I just worry about you, Mulder."
MULDER,"Not to worry, Doc. I'm taking good care of myself."
SCULLY,It's good for you to get out of that little house every once in a while.
MULDER,It certainly was good for you. SCULLY takes a moment before smiling back at MULDER wryly.
SCULLY,I'm always happy to see you.
MULDER,"And I'm always happy to find a reason. They share a moment and smile at each other. A black stretch limousine pulls up alongside the kerb, interrupting the moment. MULDER and SCULLY look at each other. The driver and O'MALLEY get out. The driver stands by the car whilst O'MALLEY approaches Moose and Squirrel."
O'MALLEY,Fox Mulder?
MULDER,Yes. O'MALLEY extends a hand as he heads towards MULDER. They shake.
O'MALLEY,Tad O'Malley. He turns to SCULLY.
O'MALLEY,And you must be former agent Dana Scully. O'MALLEY shakes SCULLY's hand.
SCULLY,Yes. That's... quite an entrance you make there.
MULDER,She shot men with less provocation.
O'MALLEY,Funny. I heard you were funny. Join me for a little ride?
MULDER,"I'd be happy to talk to you, Mr. O'Malley, but right here is fine."
O'MALLEY,"Allow me my small precautions. Low-flying aircraft often employ what they call ""dirtboxes"" to record conversations that I prefer private. MULDER looks skyward"
SCULLY,Aircraft employed by whom?
O'MALLEY,"I'm afraid I can only speculate. Shall we? MULDER ponders, hanging back with SCULLY as O'MALLEY gets back in the car. SCULLY gives MULDER a look before following O'MALLEY to the car. MULDER follows moments later. Inside the limousine O'MALLEY retrieves a bottle of Louis Montreuil champagne chilling on ice and presents it to his guests."
O'MALLEY,Because... why not?
MULDER,"None for me, thanks. Scully?"
SCULLY,I take it you have enemies.
O'MALLEY,"Well, not always of my choosing, Dana. MULDER tries the lower the window. The switch does nothing."
MULDER,Air's getting a little hot in here.
O'MALLEY,"Oh, I'm sorry... those don't roll down. I had the vehicle bulletproofed."
MULDER,'Cause you never know when a gun-toting liberal might go Hinckley. SCULLY tries to steer the conversation back on track whilst the men continue to size each other up.
SCULLY,"You'll have to excuse him. How can we help you, Mr. O'Malley?"
O'MALLEY,"I'm not some Johnny-come-lately to the UFO phenomenon, Mr. Mulder. Like yourself, I'm a true believer."
MULDER,"No, I only want to believe. Actual proof has been strangely hard to come by."
O'MALLEY,You ran the X-Files. You were the X-Files. You all but wrote the book.
MULDER,I'm afraid that book is closed.
SCULLY,"As are the X-Files. For better or worse, we've... moved on with our lives. MULDER turns to look at SCULLY."
MULDER,"Yes, we have. For better or for worse. SCULLY's eyes turn towards MULDER, but she doesn't make eye contact with him. Clearly some tension there."
O'MALLEY,Well that's beside the point.
MULDER,"What is the point, Mr. O'Malley? And how does a man with your conservative credentials count himself a believer in UFOs and 9/11 false flag conspiracies?"
O'MALLEY,I take it you think my message is disingenuous?
MULDER,Conspiracy sells... it pays for bulletproof limousines.
O'MALLEY,You think I do it for the ratings?
MULDER,I think you're The O'Reilly Factor with a shopworn little gimmick.
O'MALLEY,"What Bill O'Reilly knows about the truth could fill an eyedropper. MULDER smiles at this, clearly surprised. He shares the look with SCULLY, before directing the conversation to test O'MALLEY's knowledge on the subject."
MULDER,The Kelly Cahill incident. O'MALLEY looks confidently back at MULDER
O'MALLEY,"Kelly Cahill and her husband were driving home in Victoria, Australia, when a craft appeared overhead. The Cahills lost an hour of time, and Kelly was hospitalized with severe stomach pain after discovering a triangle-shaped mark near her navel."
O'MALLEY,As I said... my interest is real. What I need is your expertise.
SCULLY,Our expertise for what?
O'MALLEY,"I'm rattling some pretty big cages in the intelligence community, but I'm prepared to go all in - prepared to blow open maybe the most evil conspiracy the world has ever known."
SCULLY,"That's quite an assertion, Mr. O'Malley. What's stopping you?"
O'MALLEY,"If I'm putting my ass out there, I need to know it's hanging by more than just a very slender thread. MULDER turns to SCULLY"
MULDER,"Apparently, he has something to show us."
O'MALLEY,Something... and someone.
SCULLY,"Aliens couldn't find this place. How did you, Mr. O'Malley?"
O'MALLEY,"A man in my position finds himself contacted by interesting strangers. Inside the house someone notices the threesome approaching the door and puts on a lightweight long cardigan, before heading to the door and opening it."
O'MALLEY,"Everyone, meet Sveta. The door opens and we see SVETA, a beautiful brunette with long hair falling around her face."
O'MALLEY,"Sveta, this is Dana Scully and Fox Mulder. SVETA smiles and shakes the hands of MULDER and SCULLY"
SVETA,Hi.
MULDER,Hi.
SVETA,Hello. Welcome to my home.
O'MALLEY,Sveta's who suggested I call you.
MULDER,And how would you know to do that?
SVETA,You probably don't recognize me. MULDER smiles at SVETA
MULDER,"No, I think I'd remember."
SVETA,"You interviewed me and my family when I was just a little girl. Right after my first abduction. Please, come in. MULDER looks away slightly, trying to remember the meeting. They enter the house. Standing in front of them, SVETA pulls up her top to expose her abdomen. We see 6 belly-button-sized deep circular scars around her navel."
SVETA,These are from over 20 years. MULDER and SCULLY are seated at opposite ends of a 3-seater sofa. O'MALLEY has a chair.
O'MALLEY,You both probably recognize the classic scoop-mark scars.
SCULLY,"How many times have you been abducted, Sveta?"
SVETA,I lost count. And then there are the screen memories they implant.
O'MALLEY,The memories implanted over actual memories to make abductees forget.
SCULLY,I'm familiar with the syndrome.
SVETA,"They aren't always effective, and things come back to me sometimes."
SCULLY,Like what kind of things?
SVETA,Tests they do. Harvesting and stuff. We see close-up flash images of a foetus and SVETA lying on her back in considerable pain.
SCULLY,The aliens made you pregnant? SVETA looks at O'MALLEY. He nods slowly.
SVETA,A number of times. But they take the babies before they're born. Those are the memories they can't remove.
SCULLY,They removed your unborn fetuses?
SVETA,Through here. They do everything through here. Even with the DNA. SVETA points to her navel and the half-dozen scars on her abdomen.
O'MALLEY,"Tell them about your DNA, Sveta."
SVETA,I have alien DNA. For sure.
SCULLY,Have you had a doctor confirm that?
SVETA,No. MULDER nods to himself before turning to SCULLY.
MULDER,Something you could test? Dana? SCULLY stares back at MULDER.
DOCTOR,"Oh, Lord. Oh, good Lord."
MAN IN BLACK,Damn thing could be dangerous. The MAN IN BLACK takes a handgun out of his jacket and fires twice at the alien.
DOCTOR,What are you doing?! Suddenly the armed soldiers all open fire and unload multiple rounds into the alien's body.
DOCTOR,"For God's sake! What have you done?! The alien lies facedown and motionless on the ground, it's body riddled with bullet holes."
SCULLY,"I'm gonna take a swab. If you'll roll up your sleeve I'll get some blood, too. SVETA rolls up her left sleeve."
SVETA,I know you're doubtful about this.
SCULLY,"What makes you say that, Sveta?"
SVETA,I'm kind of a mind reader.
SCULLY,"Is that a personal trait, or is that what happens with alien DNA?"
SVETA,I can move things. With my mind. SCULLY wants proof to back up such a claim.
SCULLY,Would you care to demonstrate?
SVETA,I can't do it all the time.
SCULLY,So it just... happens whenever.
SVETA,I don't know how to control it.
SVETA ,You were a couple before.
SCULLY,"I'm sorry, what?"
SVETA,"You and Mr. Mulder. You were together, but now you're not. SCULLY's demeanour suddenly changes, from that of someone taking SVETA's claims with a pinch of salt to someone quite uncomfortable about what she might find out."
SCULLY,"You reading my mind, Sveta?"
SVETA,He's been depressed. What you diagnosed as endogenous depression. It's what killed your relationship. And you have a child together. SCULLY jabs the needle into SVETA's arm with more than degree of extra force than is necessary. SVETA winces.
SCULLY,That's enough.
SVETA,Do you believe me now?
SCULLY,Why don't you tell me.
SVETA,You don't know what it's like to be abducted. To be taken against your will. You don't know. SCULLY moves closer to SVETA and stares directly into her eyes for a few seconds.
SVETA,Well... maybe you do.
MULDER,I was right about one thing. Conspiracy's made you a very rich man.
O'MALLEY,One way to look at it. What's made me rich is my pursuit of the truth.
MULDER,My pursuit's not been so lucrative. As they near the helicopter O'MALLEY stops. MULDER takes another step before turning back to him.
O'MALLEY,"I feel I need to warn you. When we arrive at our destination, the people we're meeting are very paranoid about the work they do."
O'MALLEY,"I want to prepare you for what you're about to see, Mr. Mulder. They stop in the doorway. O'MALLEY removes the black hood from MULDER's head, who takes a moment to adjust his eyes before scanning the inside of the warehouse."
MULDER,A Faraday cage? For what?
O'MALLEY,Do you know what an ARV is?
MULDER,"That's what you brought me here to see? The scientist, a middle-aged Japanese man with greying hair, reaches them as they enter the building."
O'MALLEY,This is Garner. He'll walk you through the science. GARNER turns and leads the two men towards the Faraday cage at the other end of the warehouse.
MULDER,That's an alien replica vehicle?
GARNER,"Given your background, I would've thought you'd seen one before."
MULDER,"No, never. Not like that."
GARNER,"What we're showing you we do at great risk. Colleagues have had labs burned to the ground and work destroyed by our own government. We see an overhead shot of the Faraday cage containing the ARV. 6 scientists in blue lab coats are in the enclosure. The triangular ARV's upper surface is covered with many small rectangular panels. Its three cockpit windows are orange-gold. One of the scientists opens a gate for GARNER, MULDER and O'MALLEY to enter. MULDER approaches the craft with eager anticipation and touches a panel on the leading edge near to the nose. He looks like a kid in a candy store for the first time. The craft slowly powers up and smoothly rises off the ground, almost silently. Its landing legs retract and the craft rises to a height of a few metres, where it hovers. MULDER has to let go as it rises up just out of reach."
GARNER,It's running on toroidal energy - so-called zero-point energy. Simply the energy of the universe.
MULDER,You're talking about free energy?
O'MALLEY,That we've had since the '40s.
GARNER,"No fuel, no flame, no combustion. A simple electromagnetic field. Technology kept secret for 70 years while the world ran on petroleum."
MULDER,Oil companies making trillions.
GARNER,"What I'm gonna show you next is the most unbelievable part. GARNER motions to one of the other scientists. The craft's surface shimmers and flickers and disappears in a matter of seconds, leaving MULDER, O'MALLEY, GARNER and the other scientists moving around in an apparently-empty Faraday cage."
MULDER,Gravity warp drive but... how?
GARNER,Element 115. Ununpentium.
MULDER,Where did you get it?
MAN IN BLACK,"Where are you going with that thing? Clearly more determined, the DOCTOR answers back over his shoulder as he walks past."
DOCTOR,"I'm a man of medicine, sir."
MAN IN BLACK,It's dead. It's done now. The DOCTOR stops and turns back towards the MAN IN BLACK.
DOCTOR,Then why even bring me out here? He turns away and continues towards the waiting truck with the alien body in his arms.
O'MALLEY,Testing yourself for alien DNA?
SCULLY,High cholesterol.
O'MALLEY,Sorry to barge in on you like this. It looks like you've had quite a day. SCULLY has blood spatter to the front and left of her neck. Her scrubs seem fresh. They walk through to the adjoining monitoring room that SCULLY seems to consider a second home.
SCULLY,"The usual around here. O'MALLEY walk in and looks up at the monitors suspended from the ceiling in the room. X-rays, a photo and details of Lucas Moore - another patient - are on the displays."
O'MALLEY,Doesn't look so usual to me.
SCULLY,It's a disease called microtia. Children born without ears.
O'MALLEY,You operate on these kids?
SCULLY,"I assist the surgeons, who are really doing God's work. Giving kids what their biology neglected."
O'MALLEY,So it's a genetic deformity?
SCULLY,"Possibly, but not conclusively. It's most common in Navajo Indians."
O'MALLEY,What's so striking is how alien it looks.
SCULLY,"I assure you that is simply a random coincidence, Mr. O'Malley."
O'MALLEY,"You mean, unrelated to your previous work experience?"
SCULLY,"Far, far from that experience."
O'MALLEY,Do you miss it at all? The X-Files?
SCULLY,"As a scientist, it was probably some of the most intense and challenging work I've ever done. I've never felt so alive."
O'MALLEY,You mean working with Mulder?
SCULLY,"Possibly one of the most intense and challenging relationships I may ever have. And quite honestly, the most impossible."
O'MALLEY,Yeah. I got that impression.
SCULLY,Are you here for a reason?
O'MALLEY,I needed to know you weren't upset by Mulder putting you on the spot with this Sveta business.
SCULLY,"No, it's fine. I'm... used to it."
O'MALLEY,And I just wanted to see you again.
SVETA,How did you get here?
MULDER,"Hitchhiked. Inside the farmhouse a little later. MULDER and SVETA are sitting at the dining table. On a side table we see framed black and white photos of her grandparents, and a larger photo of SVETA as a young infant being held by her mother."
MULDER,"There was a moment you were being asked about your abductions... about your pregnancies, how the aliens took your babies and before you answered, you looked at O'Malley. Why?"
SVETA,Because it's not exactly the right question.
MULDER,"I'm sorry, I don't understand."
SVETA,Because I don't believe it's aliens who were taking them.
MULDER,But you said you were abducted. SVETA's eyes start to well up. She is clearly finding it difficult to talk about her experiences.
SVETA,"This is difficult. These are very difficult memories, and this is... very dangerous answers."
MULDER,"Well, everything stays between us, Sveta."
SVETA,The things I've experienced... they've affected my entire life. They've made it impossible to have anything like a normal existence.
MULDER,What are you afraid of?
SVETA,That it only gets worse. MULDER nods in understanding.
MULDER,"Sveta, who took your babies?"
SVETA,Men.
MULDER,Men? Humans? You saw their faces? SVETA's voice starts to break. Her eyes more tearful. She takes a deep breath.
SVETA,"Yes. They took me aboard their ships, and...I was afraid they would kill me if I ever told anyone the truth."
MULDER,It's why you... didn't see a doctor...
SVETA,Who can I trust? They would call me a liar when they're the liars.
MULDER,You can trust me.
SVETA,You worked for the government.
MULDER,"Technically, but not for years. SVETA's eyes are wide, focused intently on MULDER."
SVETA,But you always wondered... if they weren't lying to you too. MULDER looks at her in silence.
SCULLY,Mulder.
MULDER,"Scully, listen to me. I've been misled. We've been misled."
SCULLY,"Mulder, hold on a second."
MULDER,"No, just... just listen to what I'm saying. What if everything we've been led to believe in is a lie? What if there is no alien conspiracy? SCULLY leans toward O'MALLEY who is sitting in the backseat with her. He's removed his tie and the neck of his shirt is unbuttoned. She hands him her glass of champagne to hold."
SCULLY,"Can we pull over a second? I've got to get out. The limousine pulls over to the kerb. SCULLY steps out of the car onto a well lit street in Washington, D.C."
SCULLY,"Mulder, what are you talking about?"
MULDER,"I'm talking about everything we've been led to believe. Our work, the X-Files, everything."
SCULLY,Can we talk about this soon?
MULDER,"I know why O'Malley came to us, Scully. . And that girl is the key, Scully. Sveta is the key to everything."
SCULLY,Couldn't you be jumping to conclusions?
MULDER,"I can't do this over the phone right now, Scully. I got to go. MULDER is standing outside the farmhouse with SVETA."
SCULLY,"Mulder, where are you going? Mulder? Talk to me."
MULDER,Where are they... the files?
SKINNER,I don't know where they are.
MULDER,You said no one had been down here - it hadn't been touched.
SKINNER,Not for 14 years since you and Scully left the Bureau.
MULDER,I need access to the X-Files.
SKINNER,Can you tell me what this is about?
MULDER,"It's about controlling the past to control the future. It's about fiction masquerading as fact. Now, you owe me some answers, Skinner."
SKINNER,"You just calm the hell down, Mulder, before we both get pissed off. I don't take orders from you."
MULDER,No. Who do you take orders from?
SKINNER,Why do you think I called you? Because I was looking out for you - like I've always looked out for you. MULDER starts to get angry.
MULDER,A decade of my life in this office. He lashes out. He manages to rip the I Want to Believe poster into two pieces whilst kicking the fallen ceiling tile it is lying on top of.
MULDER,"And all the time, I was being led by my nose through a dark alley to a dead end, exactly as they planned."
SKINNER,You're blaming me for that? Now MULDER is getting angry with himself.
MULDER,"No, I'm blaming myself. I'm sure they lied to you, too."
SKINNER,"There hasn't been a day since you left that I haven't reached for my phone to call you, Mulder, wishing that you were still down here. Since 9/11, this country has taken a big turn in a very strange direction."
MULDER,"How they police us and spy on us, tell us that makes us safer? We've never been in more danger. SKINNER takes a few steps closer to MULDER and offers up a challenge."
SKINNER,"Then do something about it, Mulder. MULDER takes out his cellphone and dials a number in his contacts list before heading for the door. SKINNER's cellphone rings straight away. MULDER stops in the doorway as SKINNER takes his phone out of his pocket and looks at it."
MULDER,"Now you've got my number. MULDER walks off down the corridor, leaving SKINNER standing alone in the X-Files office."
O'MALLEY,"So if you own a registered firearm, you will actually be targeted as an enemy by your own government in the likely imposition of martial law. He turns to another camera and gets up out of his chair, walking around to the front of his desk."
O'MALLEY,"But I'd like to end the show on a brighter note by pointing out the heroic work being done by a friend of mine. Literally putting kids back together who are born without something we all take for granted. At Our Lady of Sorrows Hospital in Washington, D.C., Dr. Dana Scully - working to mend the lives of unfortunate children."
NURSE,Dr. Scully? I've got your test results back.
SCULLY,Thank you. Nurse? I need you to do something.
NURSE,Of course. SCULLY marks up the test report with a pen
SCULLY,I need these samples retested.
NURSE,Was there a problem with them? A surgeon in scrubs calls to SCULLY from the corridor before entering the operating theatre.
SURGEON,Dr. Scully? We need you in here. SCULLY smiles to the NURSE
SCULLY,"I just want them retested, please. Thank you. Oh... and I'm expecting a call... well, I'm hoping for a call... from somebody named Mulder."
DOCTOR,Is the hour absolutely necessary?
MULDER,It was important that I see you.
DOCTOR,We made an agreement about our meeting in unsecured environments.
MULDER,"I took the usual precautions. I'm assuming you did too? They both look up as they suddenly hear an aircraft flying directly overhead. We see the plane's lights against the night sky. They keep watching until it's no longer close, then resume their clandestine conversation."
MULDER,"I've been standing here for over an hour. I haven't seen a soul. I called you because you said, if I ever put the pieces together, that you would confirm."
DOCTOR,And have you put them together?
MULDER,I've met someone. I've seen something.
DOCTOR,Because you weren't even close. Warring aliens lighting each other on fire and other such nonsense.
MULDER,I was being cleverly manipulated.
DOCTOR,And what brings this new clarity?
MULDER,"I saw an ARV, running on free energy. I saw it disappear."
DOCTOR,That's what they all seem to do.
MULDER,"But the technology exists. It's existed since Roswell. And it's been in use, being used on humans in human testing, the taking of men, women and children that's misreported as alien abductions."
DOCTOR,"So you believe you have the ""how""."
MULDER,"Yes. And I think I know the ""why""."
DOCTOR,"The ""why"" is more complicated than you may ever know, Mr. Mulder."
MULDER,60 years ago we were warned about the military industrial complex gathering too much power.
DOCTOR,This is old news.
MULDER,The countdown has begun. It began in 2012 but no one knew.
DOCTOR,Tell me something new.
MULDER,"Alien technology being used against us. Not by aliens, not with aliens, but by a venal conspiracy of men against humanity."
DOCTOR,You're wasting my time.
MULDER,What are the tests for?
DOCTOR,"You tell me, Mr. Mulder."
MULDER,"Ten years ago, you came to me, saying you couldn't take your secrets to your grave, that you couldn't live with it. We see flashbacks of the young DOCTOR present at abductions whilst medical procedures are being carried out."
DOCTOR,"I'm a man of medicine. I didn't know how my work would be used. The lies are so great, Mr. Mulder. The truth must be unassailable."
MULDER,So let me tell the world.
DOCTOR,They'll make a mockery of us.
MULDER,Then let me take that bullet.
DOCTOR,"And these men are capable of that. You're nearly there. You're close. The DOCTOR starts to walk away, but stops and turns back towards MULDER. He pauses for several seconds."
DOCTOR,Roswell. That was a smokescreen. The DOCTOR turns and walks away
MULDER,So I've been told. MULDER turns and walks off in the other direction.
MULDER,"What are you doing here, Scully?"
SCULLY,"Mulder, you hang up on me, I don't hear from you all day. You're on some jag about the X-Files..."
MULDER,I figured it out. It all makes complete sense. All these years we've been deceived.
SCULLY,I don't know what you mean.
MULDER,I... I couldn't call you because it's gonna sound crazy.
SCULLY,"That's why I'm here, Mulder, as somebody who cares about you. As somebody who's worried about you."
MULDER,"All right just listen to me, all right?"
SCULLY,"No, you listen to me, Mulder. MULDER takes SCULLY by the shoulders"
MULDER,"Scully, you got to trust me on this."
SCULLY,"I have seen this before. You're on fire, believing that you're onto some truth, that you can save the world."
MULDER,This will finally be their undoing.
SCULLY,"It'll be your undoing, Mulder."
MULDER,This is my life. This is everything. This is everything I believe in.
SCULLY,You want to believe. You so badly want to believe.
MULDER,I do believe. I believe that Tad O'Malley is right. This is not an alien conspiracy. It's a conspiracy of men.
SCULLY,"Tad O'Malley is a charming man full of charming B.S., Mulder."
MULDER,"No, he woke me up."
SCULLY,How do you know he's not playing you? He's a player.
MULDER,He's been a godsend.
SCULLY,What are you talking about?
MULDER,"The truth is out there Scully, and Tad O'Malley's gonna broadcast it."
SCULLY,"Mulder... listen to me. As your friend, and as a physician, you are on dangerous ground here."
MULDER,I know what I'm doing. Suddenly we hear SVETA's voice through the screen door.
SVETA,Is everything... okay? We see SVETA standing inside MULDER's house. SVETA looks at SCULLY. SCULLY's mind starts to run the numbers. This isn't going to end well.
MULDER,"Yeah, everything is okay."
MULDER,"She's the key to everything. Sveta... is the key. SCULLY's manner changes from one of concern for MULDER's wellbeing to one of disillusionment. She looks crushed, her mind having raced ahead to the wrong conclusion."
SCULLY,You know what you're doing. SCULLY turns and slowly heads down the porch steps. MULDER knows what she's thinking. He rolls up his sleeves and tries in vain to call her back to explain.
MULDER,"Scully... SCULLY ignores him and walks back to her SUV, parked a short distance away on soft grass. She probably regrets not wearing flats. She gets into the SUV and sits in the driver's seat, staring back up at the house."
O'MALLEY,Hey. Where you going? You're not leaving are you?
SCULLY,I just need to get out of here.
O'MALLEY,Stay. It's important.
SCULLY,"Don't tell me what's important, please. I just need to leave. MULDER approaches SCULLY's car. O'MALLEY turns to him."
O'MALLEY,Wasn't she invited?
MULDER,"I would have invited you, Scully, but I didn't think you'd come."
SCULLY,I shouldn't have come.
O'MALLEY,Then what are you doing here?
SCULLY,"Mulder, what are you up to? Later inside MULDER's house. SCULLY and O'MALLEY are sitting on a sofa in his living room. SVETA in a dining chair. SCULLY's arms are firmly crossed across her chest. MULDER stands as he delivers his theory."
