speaker,line
LINDQUIST,To be in the room. Not to look inside this. That is property Department of Defense.
MULDER,"We need to conduct a few more interviews then, before we conclude our investigation."
LINDQUIST,The individuals pertinent to this incident have already been interviewed by your colleague.
MULDER,We'd like to talk to Augustus Goldman.
LINDQUIST,That's impossible. Dr. Goldman was not even on campus when this happened.
MULDER,"Well, if you won't let me look at the drive, then I have to talk to Goldman about what the deceased was trying to access before he died."
LINDQUIST,"I'm not authorized to confirm that I have knowledge of the whereabouts of the Founder. SCULLY looks up and notices a small, round security camera on the wall. As SCULLY is checking for other cameras, MULDER is checking SANJAY's pockets for evidence."
SCULLY,"Can you confirm that you have security cameras watching over the entire complex? There's that one, and I saw a few more out there."
LINDQUIST,Yes. MULDER find SANJAY's cell phone is his pocket. He surreptitiously touches the phone's fingerprint scanner to one of SANJAY's lifeless fingers to unlock it.
SCULLY,"In that case, I'd like to see all of the tapes. As soon as possible."
LINDQUIST,"All right. I'll have those sent over. But for now, remove this body so we can secure this room."
SCULLY,"Sorry, we're not finished..."
MULDER,"Oh, we are finished. . We are finished. MULDER pulls off his latex gloves and leaves the lab. SCULLY follows. Biomedical Imaging Cheryl Andre P Ross F Chem Analysis Dept Dr Hill Rogers Kulwinder Scott I.T. Services HILL, ROGERS and the Chemical Analysis Department are marked as favourites.)"
SCULLY,"Mulder, that's not your phone."
MULDER,"You know me, Scully. I'm old-school."
SCULLY,Riley vs. California. The Supreme Court ruled that you needed a warrant to search a mobile phone.
MULDER,That's for a suspect. Sanjay's the victim.
SCULLY,"Well, there is no victim. He killed himself."
MULDER,"Well, then, I'm sure he won't mind me talking to some of his friends. A young janitor passes MULDER pushing a cleaning cart. They make eye contact."
MULDER,Here's someone he talked to every night. Gupta.
SCULLY,"Dr. Sanjay is from western India. Gupta's a Marathi word. It means ""secret."""
MULDER,How do you know that?
SCULLY,"I'm old-school, Mulder. Pre-Google."
MULDER,Gupta? Thanks for meeting me. My name is...
GUPTA,"No... no names, please. You're Sonny's friend? MULDER nods. He notices GUPTA looking towards two men drinking He turns to look. One of the men is looking at him."
GUPTA,Is that guy bothering you?
MULDER,Not yet.
GUPTA,What... do you... want?
MULDER,I want to talk. Can we go somewhere more private?
GUPTA,I don't... know you well enough.
MULDER,I'm safe. You can trust me. MULDER motions with his head for them to get up. GUPTA finally acquiesces.
GUPTA,"Come on. GUPTA takes the lead. MULDER follows. They pass the open door to the bars' kitchen, before heading through a fire door marked ""Keep Closed"". GUPTA pulls a cord. A bare bulb turns on. MULDER closes the door behind them. GUPTA suddenly drops to his knees in front of MULDER and quickly reaches for MULDER's belt. MULDER is taken aback and quickly fends off GUPTA's unwanted advances."
MULDER,"Oh, whoa, whoa, no."
GUPTA,"W-Well... you said you wanted to ""talk."""
MULDER,Yes. I... I don't think that means exactly what *you* think it means. Or... or I'm not... There's a lot of hand-waving from MULDER.
GUPTA,"You guys are all alike, you know? You say you want to walk on the wild side, but when it comes down to it... you're repressed. I finally let go of all that, that self-loathing and that judgment and I'm free. Stop tormenting yourself. The truth is in here."
MULDER,"Yeah, I've-I've heard something like that. MULDER starts to process what just happened . GUPTA heads towards the fire door and opens it. He turns as MULDER holds the door for him."
MULDER,"Hey, listen, I-I-I gotta tell you... Sanjay is dead. GUPTA looks at MULDER, shocked."
SCULLY,"Deceased is a male, 35 years old. Five foot eight and three-quarters inches. 180 pounds. She sighs loudly, looking at SANJAY's head wound."
SCULLY,"The probable cause of death is the introduction - self-propelled - of a letter opener, into the cerebral cortex by way of the ear canal. She slowly withdraws the letter opener. She sighs, a mixture of shock and surprise at the size of the tool."
SCULLY,"I will now commence with my overall external examination. SCULLY pulls the sheet down to expose SANJAY's chest and starts to look down the body, but her eyes drift and she notices some of the writing inside his clenched left fist."
GUPTA,"The last couple of weeks, he was... he was distant; he was... he was troubled. I... I thought it was me, you know? We hadn't gotten together for a while. I mean, he'd call me every night, but nothing... physical."
MULDER,Did he talk to you about his problems? About work?
GUARD,"Yeah. Yeah, he said he was upset about his kids. He said they were dying."
MULDER,His kids? He was single.
GUPTA,I didn't push it. I just tried to make him feel better.
MULDER,"Well, I saw where he lived. There was nothing there. He lived an antiseptic life."
GUPTA,He lived two lives. In two separate places. MULDER's cell phone starts to vibrate.
MULDER,Excuse me. He answers.
MULDER,Yeah. SCULLY is back in the lab. She has managed to prise open SANJAY's clenched palm to reveal the scribbled writing.
SCULLY,"Mulder, you gotta see this. Later. MULDER has joined SCULLY in the lab. He walks over to look more closely at the writing."
SCULLY,I had to break his fingers to pry them open. But he wrote that on the palm of his hand before he died.
MULDER,"""Founder's Mutation."""
SCULLY,The Founder is what they called Dr. Goldman at Nugenics. Is that why you wanted to talk to him?
MULDER,I don't think that's the mutation Sanjay was referring to. Did you find anything else on the autopsy?
SCULLY,"Well, there were no abnormalities in Dr. Sanjay's brain. The opener destroyed the acoustic nerve and then went into the cerebral cortex."
MULDER,"It's weird, because the opener goes in at 90 degrees and then it veers off at 60 degrees up into his brain, like he was... hunting for something."
SCULLY,"Yeah. It ended up in the auditory cortex. You know... he blurted something out at the meeting, before his suicide. He said: ""Can't anyone hear that?"""
MULDER,Hmm.
SCULLY,But nobody else could hear a thing.
MULDER,"Well, ultimately, hearing is just nerve impulses interpreted by the brain. What if those same impulses could be generated without actual vibrations striking the ear drum?"
SCULLY,Hmm.
MULDER,"Well, anyway. If he left a note on his hand, maybe he left other clues."
SCULLY,But where? We've checked out every square inch of his apartment.
MULDER,"Well, he leased a place that only Gupta knew about. I think we should go to where he actually lived."
SCULLY,"It's hard to imagine, in 2016, that Sanjay had to keep his lifestyle preferences a secret."
MULDER,"Being gay wasn't his only secret. As she pulls out of the sidestreet SCULLY looks down at the camera display, completely ignoring a young male pedestrian crossing in front of the car. He pushes off the SUV's bonnet to avoid the impact and SCULLY immediately throws her hands up in apology. He continues on his way. Paying more attention, SCULLY slowly pulls out onto the street."
SCULLY,Mulder? I found something. MULDER heads over to join SCULLY in a side room. She is staring at a wall covered in black and white photographs of children with all manner of deformities.
MULDER,His kids?
SCULLY,Yeah.
MULDER,"Sanjay was afraid they were dying. These kids, they look so young. None of them look older than ten. Look at the backgrounds."
SCULLY,"It's a clinical setting. It looks like it might be a hospital. We see red and blue flashing lights on the street outside, through the apartment. A car door shuts nearby."
SCULLY,The police are coming up. We must have triggered a silent alarm.
MULDER,"All right, look around. He's bound to have kept some information on them somewhere. MULDER and SCULLY start going through various drawers. Suddenly we hear the high-frequency piercing tone that we heard earlier. MULDER hears it too. He drops to one knee, holding onto a desk, his left hand covering his ear. He winces in pain. SCULLY notices and rushes over."
SCULLY,"Mulder? Mulder, are you okay? We hear a distant door open. Footsteps approach."
SCULLY,They're coming. Mulder. A voice shouts out outside the apartment.
MAN,"Police officer! Voices suddenly become distorted again. The piercing sound louder. This time for MULDER, who is still in agony and covering his ear with his palm."
OFFICER,"Lady, put your hands where I can see 'em!"
SCULLY,"FBI. MULDER scrapes his nails on the desk. His face shows his agony. A bead of sweat drops from his brow onto the floor with an exaggerated ""Plop"". The piercing tone subsides. MULDER concentrates hard, gradually starting to make out voices again as SCULLY and the OFFICER talk near the doorway."
SCULLY,Find her.
OFFICER,Help me.
SCULLY,"Find her. The piercing tone returns again, its high pitch increasing uncomfortably."
SCULLY,Find her... Find her... Find her... Suddenly it's quiet again. Fade to black.
SKINNER,"Do you have anything to add to this, Agent Scully?"
SCULLY,If you look at the files that we found in Dr. Sanjay's apartment...
SKINNER,"No, I can't look at those. SKINNER looks off to his left. SCULLY's eyes follow his. At a table in the corner of his office sits MURPHY, a DoD official, pouring a glass of water. SANJAY's files sit on the table in front of him."
SCULLY,They're right over there.
MURPHY,These files are classified. They're the property of the Department of Defense.
MULDER,"Well, I've had a look at them. Those files are the medical records of children with grave genetic abnormalities. How those children relate to Dr. Sanjay's suicide is the object of our investigation."
SKINNER,"Well, considering the fact that you just lost access to those files, your investigation is closed. I'll submit the report on the suicide to the proper authorities. We're done here."
MURPHY,"Let me remind you, Agents Mulder and Scully, dissemination of any classified material - either internally or publicly - will be dealt with harshly."
MULDER,"I'm familiar with Edward Snowden. MURPHY leaves the office, closing the door behind him."
SKINNER,I assume you made copies.
MULDER,I managed some top sheets before the DoD took over. I think those children are failed experiments.
SKINNER,So you suspect the Department of Defense is experimenting with genetic modification on humans? What do you think?
SCULLY,"I think there were many troubling details to this case, and, um... if Agent Mulder has nothing more to add..."
MULDER,I don't.
SCULLY,...then I think we need time to prove his theory.
SKINNER,"The bureaucracy in the FBI has become increasingly complex and inefficient. It might take days for your incident report and order to close the investigation to make it through the proper channels. Welcome back, you two. MULDER and SCULLY relax after the reaffirmation that SKINNER is on-board 110%."
MULDER,Surveillance footage?
SCULLY,"Yeah, from Nugenics. I've been working on syncing all the cameras to the exact time code of Dr. Sanjay's suicide. There. She hands MULDER the computer keyboard."
SCULLY,"What happened to you at Sanjay's apartment, Mulder? . I can understand why you wouldn't want to tell Skinner, but I was there, I saw you on your knees in pain."
MULDER,"I heard sounds. It was a high-pitched frequency, like - like a steel spike being driven through my head. And then it focused into two words: ""Find her."""
SCULLY,There were no sounds. I didn't hear anything. MULDER pulls up security footage showing the birds congregating on the lawn outside the conference room window.
MULDER,Look at those birds.
SCULLY,Maybe they seeded the lawn that morning.
MULDER,"Infrasounds, Scully. Vibrations inaudible to the human ear but known to drive the worms up through the soil to the surface, in response to them."
SCULLY,"Mulder, how are these connected? The birds, the suicide, the kids, the genetic anomalies. What are you hiding?"
MULDER,Augustus Goldman is the only one who might know how it all fits together. We gotta talk to him. What are *you* hiding? MULDER hands the keyboard back to SCULLY. She brings up the camera footage from inside the computer lab showing SANJAY's body collapse to the floor.
SCULLY,"Sanjay heard sounds - right before he committed suicide. That could be you, Mulder. This is dangerous. SCULLY looks concerned for MULDER. MULDER scoffs at the notion."
MULDER,When has that ever stopped us before?
SCULLY,I might know how to get to Goldman.
SISTER MARY,"Augustus. Yes, I know him well, but he's a very private person. Some would say reclusive. Without him, we wouldn't have the resources to help these women in need. He's a true champion of the unborn."
SCULLY,Dr. Goldman is a blessing. That's why we're here today. I've become aware of a situation that I wanted to share with you. Dr. Goldman is under investigation.
MULDER,Obamacare.
SCULLY,We wanted to spare him the indignity of having the government knock at his door unannounced. I was wondering if we could meet with him in private.
SISTER MARY,"Dana, I'm afraid Our Lady of Sorrows cannot be a conduit for the FBI to one of our biggest donors."
SCULLY,"Sister Mary, I've worked here for seven years. You know me."
SISTER MARY,"Yes, and I know your heart's in the right place."
SCULLY,I wouldn't ask if it weren't important.
SISTER MARY,I have a number I can call. I'll agree to relay a message.
SCULLY,Thank you.
MULDER,Ask Dr. Goldman if he'll talk to us about the Founder's Mutation. SISTER MARY nods.
SISTER MARY,"Stay here. SISTER MARY heads off, leaving MULDER and SCULLY standing together in the corridor. There is a tap on the window on the Common Room. It is AGNES, a young brunette. She is well into her third trimester of pregnancy."
AGNES,I got to get out of here.
MULDER,What's your name?
AGNES,Agnes. You got a car?
SCULLY,Do you want to call someone?
AGNES,You think if I could call someone I would be asking you? Just forget it. I knew you weren't gonna help me.
SCULLY,Agnes. Wait. I'm a doctor. You can tell me anything.
AGNES,I don't belong here. Not with these sheep. I don't care what I signed.
SCULLY,The hospital is only concerned with the health of the mother and the baby.
AGNES,My baby.
SCULLY,"Of course, your baby."
AGNES,I changed my mind. I'm not giving it up. I don't care if he's sick.
MULDER,Sick? AGNES is clearly agitated. She notices SISTER MARY lurking outside the common room in the corridor.
AGNES,"My baby's not right. They saw it on the... ultrasound thing, and I had a feeling, you know, ever since I got pregnant. But everybody here has the same story. Just don't say anything. I was just kidding around, okay?"
MULDER,If you ever want to talk. MULDER slips AGNES one of his FBI cards. She takes it and turns away as SISTER MARY enters the room with a warm demeanour.
SISTER MARY,I've spoken to Augustus. He said he'd be happy to meet you. She hands SCULLY a piece of paper.
SCULLY,Thank you.
MULDER,"Sister Mary, how are the patients chosen to be here?"
SISTER MARY,"They're homeless, damaged in one way or another. Alcohol, drugs, no fathers in the picture. Men and their lies. No offense. Desire is the Devil's pitchfork. But as long as there's a need and an innocent child, we'll provide for each and every one. AGNES is standing back, but listening. A Planet of the Apes movie is playing on the Common Room television."
MULDER,"It's insidious, Scully. A ward for pregnant women paid for by Augustus Goldman, the founder of a company with deep ties to the Department of Defense. This could be another phase of the project - their experiments in eugenics. Those women in there... could be incubators. The stop walking and SCULLY turns to face MULDER."
SCULLY,Mulder... I'm not a fragile little girl.
MULDER,Scully...
SCULLY,"This is what you suspected all along, but were afraid to articulate. Is this what you believe happened to me 15 years ago? When I got pregnant, when I had my baby? Was I just an incubator?"
MULDER,"You're never ""just"" anything to me, Scully."
SCULLY,Do you ever think about William?
MULDER,"Yes, of course I do, but I've... I feel like I've had to put that behind me. Her pain is visible. She can't look at MULDER as she thinks about William. She turns her head."
SCULLY,He'd be 15 years old now. And I've missed every single year of his life. And sometimes... I hate myself that I didn't have the courage to stand by him.
MULDER,"You did what you did to keep him safe. His adoption is secret, his location is unknown because you had to protect him. The turns her head back to MULDER."
SCULLY,Do you believe he was an experiment?
MULDER,I don't know.
SCULLY,"What if he's out there somewhere, like one of those kids on Sanjay's wall? Fighting for his life?"
MULDER,"All we can do, Scully, is pull the thread. See what it unravels."
SCULLY,It's the first day of school. Are you nervous? Your hands are sweaty. WILLIAM pulls his hand out of SCULLY's and looks at it.
WILLIAM,Ew! That's you. SCULLY laughs in a most un-SCULLY-like way. Uninhibited happiness.
SCULLY,What's the most important thing to remember? WILLIAM stops and counts off the three most important things he knows. SCULLY turns to face him.
WILLIAM,"Sit still, listen, say ""excuse me"" if you fart. SCULLY laughs again, verging on giggling."
SCULLY,"The most important thing to remember... is that I love you. That's all you have to remember. Come on, let's go say ""Hi"" to your teacher. They reach the bottom of the steps up to the school entrance. They climb the steps together. Another parent holds the door for them."
SCULLY,"Thank you. The red school doors close behind them. Later. The red school doors burst open at the end of the day, children streaming out down the steps. We see WILLIAM. SCULLY is waiting for him at the bottom of the steps."
WILLIAM,"Hi, Mom. Bye, Mom. She calls out as WILLIAM heads off down the path."
SCULLY,"Be home in time for dinner! She watches, proudly. She fingers her crucifix whilst smiling at her son as he disappears into the distance. A cold wind suddenly blows through her hair and SCULLY turns, as if something is wrong. We cut to a suburban road. Boys WILLIAM's age are walking down the road, skateboards in hand. We see SCULLY jog past them. We see an ambulance at the side of the road. SCULLY jog around to the back of the vehicle, where we find WILLIAM lying on a gurney, being attended to by an EMT. He has a nasty break to his left forearm and cuts to his face. She calls out to her son quietly as she reaches him."
SCULLY,Will...
WILLIAM,I'm scared.
SCULLY,"You're gonna be fine. You've just broken your arm. Does it hurt anywhere else? Okay, we're gonna get you to the hospital, and take some X-rays to make sure you don't have a concussion, okay, honey?"
WILLIAM,Mom! The scene changes again. WILLIAM and the EMT fade away. We're now inside SCULLY's house. We can hear WILLIAM calling out from his bedroom.
WILLIAM,"Mom, please! Mom! She walks along the corridor and enters his room. WILLIAM is looking at himself in a mirror on the wall."
WILLIAM,"What's happening to me? He turns to SCULLY. His face is featureless. His eyes black. He's frightened. SCULLY looks aghast. Back to the present day. Real life. It is evening. SCULLY is sitting at a table in her home. She's forlorn, breathing deeply. She takes a moment to collect her many thoughts. She opens a drawer and retrieves a photo of WILLIAM as a young baby, lying on his front holding his head up with arms outstretched. She lovingly caresses his image as she holds it in her hands. Fade to black."
GOLDMAN,"""Founder's Mutation."" Intriguing message."
MULDER,It's what Sanjay wrote on his hand.
GOLDMAN,"Yes, before his unfortunate act of self-destruction. Very dramatic, but meaningless."
SCULLY,"I've read everything you published, Dr. Goldman. It seems your research deals primarily with genetic manipulation? GOLDMAN stops and turns to SCULLY."
GOLDMAN,Let me try to explain to you what we do here. It's no secret. We're trying to save children. He carries on and motions to the others to follow him down the corridor.
GOLDMAN,"I won't tell you their last names, to protect their privacy, but I can tell you what they are fighting against. GOLDMAN leads them past a series of windowed hospital rooms, each containing a young child with a clearly-apparent physical deformity. They pause in front of each window. First a young oriental girl with grossly-oversized lower legs and feet drawing on the wall at the back of the room. She looks back at them over her shoulder."
GOLDMAN,"Proteus syndrome... Next, a young fair skinned girl with abnormal facial features. She has pink and purple flowers in her long, blonde hair and is combing the end of a pony-tail."
GOLDMAN,"Crouzon syndrome... Then, a young boy with dark green tumours covering his entire face, lower right arm and hand."
GOLDMAN,"all kinds of cancerous tumors, epidermal dysplasia... A dark-haired boy sitting at a desk with grossly-deformed and drooping facial features. His mouth, and lower jaw - well over a foot wide - rest on the desk. He is feeding himself porridge slowly with his hands."
GOLDMAN,"Pitt-Hopkins syndrome... Next, a bespectacled boy sitting on the side of his bed, bouncing a small blue rubber ball against the floor and window we are peering in through. A few of his shirt is open to reveal the top of his chest."
GOLDMAN,"ichthyosis, Marfan syndrome... Then, a dark-haired boy sitting on the floor on a sheet covered in paint. He's spreading pools of paint around with his massively-oversized hands. Another Proteus sufferer?"
GOLDMAN,"... among others. We are a cutting-edge research facility for these unfortunate patients. There's absolutely no cost involved to be treated here. SCULLY stops in front of the last window. She stares. We see a young, hairless boy wearing a white, buttoned-up Nehru shirt, sitting at a desk. He is holding half a pair of black-rimmed glasses to his face and concentrating as he strokes something on the desk in front of him."
GOLDMAN,Would you like to talk to him?
SCULLY,Sure. GOLDMAN activates an intercom on the wall in front of the window and speaks into it.
GOLDMAN,"Adam? You have a visitor. SCULLY moves to the door and talks through the large glass window, her voice relayed via the intercom."
SCULLY,"Hi, Adam. ADAM gets up off the chair and moves in front of the door. He waves to SCULLY with his free hand. SCULLY waves back."
SCULLY,"My name is Dr. Scully. How long have you been here, Adam?"
ADAM,Forever.
SCULLY,And where are your parents?
ADAM,I don't have any.
GOLDMAN,He was sent to us as a baby. Adam has a form of Crouzon syndrome.
SCULLY,"And why is he in a sealed room? All of the children. He has a genetic disorder. He's not contagious. GOLDMAN looks over SCULLY's shoulder into the room and motion to ADAM, who goes back to his desk."
GOLDMAN,"Thank you, Adam."
GOLDMAN,We are working with therapies unavailable anywhere in the world. We need to eliminate the environmental factors that could affect the outcome. I am searching for the key that was the seed to all of these terrible genetic abnormalities.
SCULLY,Alien DNA? Is that why the Department of Defense is funding your research?
GOLDMAN,"Dr. Scully, I was told that you were the rational one. They are suddenly interrupted by a disturbance down the corridor. A brunette, teenaged girl, MOLLY, is being restrained around the waist from behind by a JANITOR. Items of food and drink are being thrown up in to the air around them from a food cart in front of them."
MOLLY,No! Let go!
JANITOR,Molly! Oof!
MOLLY,"Let go of me! No! No! No! GOLDMAN looks on at the scene, concerned but controlling his emotion."
GOLDMAN,"I'm afraid that that is all the time that I have. Sarah will show you out. GOLDMAN walks over to the disturbance. His assistant, SARAH, directs MULDER and SCULLY down the corridor in the opposite direction."
SARAH,"This way, please."
SCULLY,"He didn't answer my question... Through a pair of closing glass doors, we see MOLLY being forcibly moved into a side room. GOLDMAN is there, along with the JANITOR and another nurse. She's fighting all the way."
MOLLY,"Let go of me! No! No! No! Nooo! Molly continues screaming and yelling as she's taken into the room. MULDER and SCULLY head back along the corridor, walking several steps behind SARAH just out of earshot."
SCULLY,Did you see that Mulder?
MULDER,"Interesting. MULDER's phone beeps, signalling a new text message. He pauses, takes his phone out and reads the message. beeping"
MULDER,Something's happened to Agnes.
OFFICER GORDON,"We found the victim with your card in her pocket. Hit and run. Car was moving pretty fast. MULDER, SCULLY and GORDON continue into the tunnel and we see a female body lying in the middle of the road."
OFFICER GORDON,Skid marks from back there... He motions backwards towards the tunnel entrance.
OFFICER GORDON,"... up to the point of impact. We see AGNES's body lying supine in the road, her legs twisted. She has a bloodied face and a huge dark red bloodstain on her shirt over her abdomen. We hear another siren approaching the scene."
OFFICER GORDON,"We're checking cameras in the area. No witnesses. SCULLY, then MULDER, kneel down beside AGNES's body. GORDON remains standing."
SCULLY,What about the baby?
OFFICER GORDON,What are you talking about?
SCULLY,She was pregnant...
MULDER,The baby's gone.
SCULLY,Mulder...
MULDER,Hmm?
SCULLY,"Agnes died from blunt force trauma. Most likely from the impact of the car. Her right ulna was broken in two places, her lungs were lacerated by broken ribs, and her skull was crushed."
MULDER,What about the baby?
SCULLY,"Surgically removed. I couldn't tell if the fetus was still alive when it was taken from her womb, but... they took it, Mulder. To get rid of evidence. Agnes wanted to talk. She left the hospital. That baby was the only proof that she was part of Goldman's experiment."
MULDER,What if the baby was still alive?
SCULLY,"Mulder, that car hit her so hard that a, an adult woman with the benefit of a mature skeletal structure wasn't able to survive the impact. It's highly unlikely that the baby would remain viable."
MULDER,Unlikely for human foetuses. MULDER gets up out of his chair and walks over to printer to retrieve a document. SCULLY walks over to join him.
MULDER,"In 1973, the Syndicate was convened to assist in a project to colonize the world by creating alien/human hybrids. The project was ultimately unsuccessful. I doubt they ever stopped trying."
SCULLY,But what you're talking about is changing the genetic makeup of a population. That's the next step in evolution.
MULDER,Every new species begins with a Founder's Mutation. One child with the correct combination of DNA could be a start.
SCULLY,"There was a study published last year in Nature Communications, by Batini and Hallast, that found that Y chromosomes in the majority of European men could be traced back to just three individuals from the Bronze Age."
MULDER,"I did some digging around the police archives, looking for anything related to Goldman. 17 years ago, Jackie Goldman was remanded to St. Elizabeth's hospital as a forensics patient. She was adjudicated criminally insane."
SCULLY,Dr. Goldman's wife?
MULDER,She was convicted of murdering her baby. That body also was never found.
MULDER,"Mrs. Goldman, we'd like to ask you a few questions about your husband. About his work?"
SCULLY,"Mulder, she hasn't said anything in ten minutes. A long-haired cat walks into the room through an open door. MRS GOLDMAN notices and picks up her large red apple, tossing it at the cat. The apple bounces off the wall just above the cat before rolling back along the floor. The cat rushes out of the room with a large yowl. MULDER and SCULLY share a look, half shock, half surprise."
MULDER,You don't like cats? Pause.
MRS GOLDMAN,What do you want?
SCULLY,"Can we ask you a few questions, Jackie?"
MRS GOLDMAN,Not about my husband. He is the one still keeping me here.
MULDER,"Do you miss your daughter? MRS GOLDMAN remembers, smiling."
